id,user_id,created_at,closed_at,city_of_booking,start_date,end_date,cnt_of_person,min_price,max_price,booking_id,rules,meals,pets,parking,accessibility,facilities,search_settings,room_size,kids,pool_n_beach,sport,transfer,business,rating,score,other,search_mode,ai_chat_id
100246,1244,2026-01-22 10:58:00,2026-01-22 11:00:00,Warsaw,2026-01-31,2026-02-02,4,150,355,92817,,,All pets allowed,parking,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,0,,,,,,1,1,,ai,5920
100247,1494,2026-01-03 00:08:00,2026-01-03 00:12:00,Warsaw,2026-01-31,2026-02-05,4,0,478,,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,0,,,,,,1,10,Dutch-speaking staff,ai,8392
100248,1388,2026-02-03 07:41:00,,Krakow,2026-02-13,2026-02-17,4,50,848,,,Breakfast,,parking,,Soundproof room,,38,Playground or Playroom,,,,,4,1,Historical building,ai,7243
100249,1001,2026-03-31 03:35:00,2026-03-31 03:54:00,Berlin,2026-04-11,2026-04-14,2,150,357,76430,"Early check-in, Free cancellation","Breakfast, All meals",,parking,Accessible room,"Tour/ticket assistance, Indoor fireplace, Beauty salon/services",,0,Babysitting,Heated pool,"Spa, Sauna, Gym",,Coworking lounge,1,10,"Historical building, English-speaking staff, Design hotel",manual,
100250,1262,2026-04-11 00:13:00,2026-04-11 00:18:00,Warsaw,2026-04-30,2026-05-06,1,150,624,,"Early check-in, Free cancellation, Late check-out","Dinner, All meals, Lunch",,parking,,Hair salon,"Hide no reacted offers, Hide liked offers",52,"Family-friendly, Playground or Playroom, Kids-friendly bathroom","Outdoor pool, Rooftop pool",,Shuttle service,Coworking lounge,2,7,,manual,
100251,1140,2026-02-22 10:08:00,,Warsaw,2026-03-24,2026-03-25,1,1928,2000,,,,,,,,,0,,Any pool,"Gym,Spa",,,5,9,,ai,6677
100252,1257,2026-02-27 23:26:00,,Warsaw,2026-03-17,2026-03-19,2,50,601,,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,18,,,Sauna,,,4,1,,ai,8323
100253,1182,2026-01-18 05:30:00,2026-01-18 05:42:00,Berlin,2026-01-22,2026-01-25,4,0,717,,Early check-in,"Breakfast, Dinner, All meals",Muzzle not required,parking,"Hard flooring, Accessible property",,,63,"Safe balcony, Entertainment for kids, Family-friendly",Any pool,"Spa, Gym, Sauna",,,1,3,"Boutique hotel, Multilingual staff, Historical building",manual,
100254,1112,2026-04-28 21:55:00,2026-04-28 21:58:00,Gdansk,2026-05-14,2026-05-17,2,100,891,83243,,All inclusive,,,,Beachfront,,79,"Family-friendly,Playground or Playroom",,,,,1,1,,ai,6778
100255,1123,2026-03-25 23:02:00,2026-03-25 23:16:00,Gdansk,2026-04-15,2026-04-21,4,50,681,,,"All inclusive, Lunch",,parking,,"Room service, In-room safe","Hide no reacted offers, Hide disliked rooms, Hide liked offers",34,,"Indoor pool, Any pool","Spa, Sauna, Gym",Shuttle service,Coworking lounge,3,1,,manual,
100256,1477,2026-02-07 21:37:00,2026-02-07 21:48:00,Wroclaw,2026-02-22,2026-02-26,3,150,753,,Late check-out,"All inclusive, Dinner, All meals",20+ kg pet allowed,,"Wheelchair-accessible elevator, Hard flooring","Hair salon, Pillow menu, Fishing",,0,,"Outdoor pool, Heated pool, Indoor pool","Gym, Sauna, Spa",,,2,7,Boutique hotel,manual,
100257,1467,2026-02-10 05:53:00,2026-02-10 06:11:00,Prague,2026-02-17,2026-02-20,1,0,558,,"Late check-out, Free cancellation","All inclusive, Dinner, Lunch",,,"Step-free access, Spacious room layout, Accessible parking on-site",,"Hide liked offers, Hide disliked rooms",77,,Outdoor pool,Spa,,Coworking lounge,1,7,,manual,
100258,1084,2026-04-05 22:33:00,2026-04-05 22:35:00,Warsaw,2026-05-01,2026-05-04,1,150,368,,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",Hide disliked rooms,50,,Heated pool,,,,3,8,,ai,5805
100259,1015,2026-02-25 18:22:00,,Warsaw,2026-03-03,2026-03-10,2,100,281,,,,"Up to 20kg pet allowed, In-room pet station",parking,"Accessible room, Door width ≥ 80 cm",,"Hide liked offers, Hide no reacted offers, Hide disliked rooms",64,Child-friendly menu,"Rooftop pool, Any pool, Indoor pool",,Shuttle service,Coworking lounge,3,1,,manual,
100260,1500,2026-02-26 02:54:00,2026-02-26 02:59:00,Krakow,2026-03-03,2026-03-04,3,150,849,77893,Early check-in,Breakfast,,parking,,Soundproof room,,71,,,,,,3,4,Historical building,ai,6661
100261,1307,2026-01-14 16:40:00,2026-01-14 16:43:00,Warsaw,2026-02-02,2026-02-03,4,1925,2000,78804,,,,,,,,14,,Any pool,"Gym,Spa",,,5,9,,ai,5410
100262,1096,2026-04-02 07:32:00,2026-04-02 07:53:00,Warsaw,2026-04-22,2026-04-25,2,0,781,96612,Early check-in,"Lunch, Breakfast",Up to 15kg pet allowed,parking,,,,11,Child-friendly menu,,,Shuttle service,Coworking lounge,4,7,,manual,
100263,1363,2026-01-19 07:44:00,2026-01-19 07:47:00,Wroclaw,2026-02-15,2026-02-16,3,78,150,76862,Late check-out,,,,,Kitchen,,0,,,Gym,,,1,6,,ai,8635
100264,1000,2026-05-15 13:53:00,2026-05-15 13:58:00,Wroclaw,2026-06-14,2026-06-20,5,99,150,81788,,,,,,Kitchen,,0,,,,,,1,1,,ai,5781
100265,1105,2026-02-17 06:19:00,2026-02-17 06:22:00,Wroclaw,2026-03-12,2026-03-13,5,95,150,81282,,,,,,Kitchen,,0,,,,,,5,6,,ai,8744
100266,1313,2026-03-04 09:16:00,2026-03-04 09:17:00,Wroclaw,2026-03-26,2026-04-01,3,94,150,84220,,,,,,Kitchen,,64,,,,,,3,10,,ai,6745
100267,1304,2026-03-24 17:27:00,2026-03-24 17:40:00,Berlin,2026-03-29,2026-04-04,2,150,596,,,"Breakfast, All inclusive, All meals",,,,"Naturist-friendly, Kitchen, King/Queen-size 150+cm width",,66,,"Any pool, Indoor pool",,Shuttle service,,5,6,Design hotel,manual,
100268,1337,2026-03-07 11:55:00,2026-03-07 11:59:00,Wroclaw,2026-04-01,2026-04-04,3,96,150,82347,,,,,,Kitchen,,38,,,,,,1,2,,ai,8502
100269,1325,2026-04-21 21:11:00,2026-04-21 21:15:00,Warsaw,2026-05-17,2026-05-20,3,150,780,,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",Hide liked offers,0,,,,,Coworking lounge,1,9,,ai,8918
100270,1085,2026-01-03 10:51:00,2026-01-03 10:53:00,Wroclaw,2026-01-21,2026-01-23,3,83,150,81927,,,,,,Kitchen,,0,,,,,,2,7,,ai,5908
100271,1037,2026-03-02 22:03:00,,Warsaw,2026-03-16,2026-03-22,4,100,287,,,"All inclusive, Breakfast","20+ kg pet allowed, Allows 3+ pets, Allows 2 pets",,"Wheelchair-accessible elevator, Accessible room",,"Hide no reacted offers, Hide liked offers",46,"Kids-friendly bathroom, TV for kids",,,,Coworking lounge,1,1,Boutique hotel,manual,
100272,1336,2026-02-20 00:32:00,2026-02-20 00:53:00,Wroclaw,2026-03-02,2026-03-05,2,150,491,,"Late check-out, Free cancellation",All meals,Toys for pets,,,"Hair salon, Coffee/Tea maker",,91,"Kids-friendly bathroom, Family-friendly",Outdoor pool,"Spa, Gym",,,4,4,,manual,
100273,1251,2026-01-10 12:18:00,,Warsaw,2026-01-21,2026-01-27,3,150,748,,Late check-out,"Dinner, All inclusive",Pets allowed in public areas,parking,"Wheelchair-accessible elevator, Hard flooring, Accessible room",,Hide liked offers,58,,Any pool,Gym,Shuttle service,Coworking lounge,1,9,,manual,
100274,1310,2026-05-20 21:22:00,2026-05-20 21:32:00,Wroclaw,2026-06-15,2026-06-20,4,100,611,85214,,,,,Step-free access,,"Hide liked offers, Hide no reacted offers, Hide disliked rooms",36,"Entertainment for kids, Babysitting, Playground or Playroom","Indoor pool, Any pool, Heated pool","Spa, Sauna, Gym",Shuttle service,Coworking lounge,5,7,Historical building,manual,
100275,1122,2026-03-18 08:17:00,,Wroclaw,2026-04-04,2026-04-06,2,150,716,,,,"Muzzle not required, Up to 20kg pet allowed",,Accessible bed height,,,57,,,Spa,Shuttle service,,5,2,Boutique hotel,manual,
100276,1265,2026-01-22 21:49:00,,Wroclaw,2026-01-29,2026-02-04,4,69,150,,,,,,,Kitchen,,49,,,,,,3,3,,ai,5187
100277,1453,2026-03-21 14:25:00,,Gdansk,2026-03-27,2026-04-03,3,50,499,,,,,,,Beachfront,,98,"Family-friendly,Playground or Playroom",,,,,2,1,,ai,7486
100278,1113,2026-05-16 20:22:00,2026-05-16 20:27:00,Krakow,2026-06-10,2026-06-16,2,100,506,82251,Free cancellation,Breakfast,,parking,,Soundproof room,,62,,,,,,1,2,,ai,8300
100279,1109,2026-04-05 02:43:00,2026-04-05 03:00:00,Prague,2026-04-25,2026-05-02,2,100,709,80260,"Early check-in, Free cancellation","Dinner, Lunch, All inclusive",,,,BBQ facilities,,58,,"Rooftop pool, Outdoor pool","Spa, Gym",,,1,10,"Boutique hotel, Multilingual staff, English-speaking staff",manual,
100280,1035,2026-04-27 15:14:00,2026-04-27 15:19:00,Krakow,2026-04-30,2026-05-04,2,0,533,79754,,Breakfast,,parking,,Soundproof room,,0,,,,,,5,9,,ai,7784
100281,1192,2026-03-03 07:16:00,2026-03-03 07:21:00,Warsaw,2026-03-17,2026-03-23,2,50,210,,"Early check-in, Late check-out, Free cancellation","All inclusive, Breakfast, Lunch","All pets allowed, No pet deposit",parking,"Wheelchair-accessible elevator, Door width ≥ 80 cm, Spacious room layout",Minibar,,27,"Safe balcony, Entertainment for kids",Any pool,Sauna,,Coworking lounge,5,7,"Dutch-speaking staff, Design hotel, Multilingual staff",manual,
100282,1385,2026-02-21 19:03:00,2026-02-21 19:08:00,Krakow,2026-03-02,2026-03-05,4,0,705,86079,Free cancellation,,,parking,"Accessible bed height, Accessible public areas",Porter/Bellboy service,"Hide disliked rooms, Hide no reacted offers",0,"TV for kids, Playground or Playroom",,,Shuttle service,,2,1,,manual,
100283,1191,2026-01-02 22:08:00,2026-01-02 22:09:00,Warsaw,2026-01-13,2026-01-19,2,1900,2000,,,,,,,,,17,,Any pool,"Gym,Spa",,,5,9,,ai,7529
100284,1448,2026-02-17 15:56:00,2026-02-17 16:03:00,Gdansk,2026-03-03,2026-03-09,1,100,412,,,,Pet walking area nearby,,,,,0,,"Rooftop pool, Heated pool, Indoor pool",Spa,Shuttle service,,1,6,"Dutch-speaking staff, Design hotel, Boutique hotel",manual,
100285,1104,2026-02-27 21:48:00,2026-02-27 21:49:00,Wroclaw,2026-03-15,2026-03-22,4,91,150,93415,,,,,Step-free access,Kitchen,,0,,,,Shuttle service,,3,3,,ai,7520
100286,1096,2026-01-06 15:04:00,,Paris,2026-01-09,2026-01-16,4,100,725,,"Late check-out, Free cancellation",,"Allows 3 pets, Allows 2 pets",parking,,,"Hide no reacted offers, Hide disliked rooms, Hide liked offers",10,"Kids-friendly bathroom, Safe balcony",,"Sauna, Spa",Shuttle service,Coworking lounge,1,1,"English-speaking staff, Historical building, Design hotel",manual,
100287,1136,2026-01-22 19:11:00,2026-01-22 19:15:00,Gdansk,2026-02-03,2026-02-09,1,100,822,97734,,,,,,Beachfront,,60,"Family-friendly,Playground or Playroom",,,,,1,2,,ai,7237
100288,1257,2026-03-12 18:50:00,,Paris,2026-03-25,2026-03-31,1,100,454,,"Late check-out, Early check-in","Lunch, All inclusive","Cats allowed, Towels for pets, Allows 3+ pets",parking,"Step-free access, Accessible bed height","Allergy-free rooms, Tour/ticket assistance","Hide no reacted offers, Hide liked offers",0,,"Rooftop pool, Heated pool, Indoor pool","Gym, Sauna, Spa",,,5,5,Dutch-speaking staff,manual,
100289,1337,2026-03-17 20:11:00,,Warsaw,2026-04-01,2026-04-07,4,50,723,,Free cancellation,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,89,Entertainment for kids,,,,Coworking lounge,3,1,,ai,8811
100290,1353,2026-05-12 16:52:00,2026-05-12 17:17:00,Berlin,2026-05-24,2026-05-28,4,100,642,81921,"Early check-in, Free cancellation, Late check-out",All inclusive,,parking,,"Fishing, On-site restaurant","Hide liked offers, Hide no reacted offers",46,"Kids-friendly bathroom, Family-friendly",,"Spa, Gym",Shuttle service,,3,1,,manual,
100291,1212,2026-03-27 15:22:00,2026-03-27 15:24:00,Warsaw,2026-04-19,2026-04-23,4,1915,2000,85261,,,,,,,,49,,Any pool,"Gym,Spa",,,5,9,,ai,5080
100292,1367,2026-05-01 01:27:00,,Warsaw,2026-05-23,2026-05-30,3,0,758,,"Early check-in, Late check-out, Free cancellation",,,parking,"Hard flooring, Accessible bathroom","Fridge, King/Queen-size 150+cm width",,37,"Entertainment for kids, Playground or Playroom, Child-friendly menu",,,,Coworking lounge,1,1,,manual,
100293,1308,2026-01-26 06:39:00,2026-01-26 06:41:00,Warsaw,2026-02-24,2026-03-01,3,150,678,91757,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,28,,,,,,1,3,,ai,6013
100294,1451,2026-05-09 17:02:00,,Gdansk,2026-06-01,2026-06-03,2,0,554,,,,,parking,,Beachfront,,0,"Family-friendly,Playground or Playroom",,,,,1,1,,ai,6377
100295,1270,2026-05-05 16:15:00,2026-05-05 16:17:00,Gdansk,2026-05-28,2026-06-04,4,100,886,99075,,,,,,Beachfront,,51,"Family-friendly,Playground or Playroom",,,,,2,3,,ai,5879
100296,1341,2026-05-14 04:00:00,2026-05-14 04:21:00,Prague,2026-05-25,2026-05-30,2,0,592,91364,,"Breakfast, Lunch, Dinner",,,"Door width ≥ 80 cm, Step-free access, Accessible bed height","Private entrance, Allergy-free rooms, Fridge",,86,,"Heated pool, Indoor pool",Gym,,Coworking lounge,3,8,"Multilingual staff, Historical building",manual,
100297,1449,2026-04-27 03:51:00,2026-04-27 03:53:00,Wroclaw,2026-05-10,2026-05-16,5,81,150,,Free cancellation,,,,,Kitchen,,79,,,,,,2,4,,ai,8971
100298,1097,2026-04-19 14:15:00,2026-04-19 14:40:00,Berlin,2026-04-25,2026-04-28,4,150,327,79426,"Free cancellation, Late check-out, Early check-in",,"Up to 20kg pet allowed, Pet fee less than €20 per night, Allows 2 pets",parking,,"Daily housekeeping, Minibar, EV charging",,0,,Any pool,,Shuttle service,Coworking lounge,1,4,,manual,
100299,1128,2026-05-17 16:53:00,2026-05-17 16:58:00,Krakow,2026-05-24,2026-05-25,3,0,545,81864,,Breakfast,,parking,,Soundproof room,,92,,,,,,1,1,,ai,8071
100300,1203,2026-02-26 21:26:00,2026-02-26 21:30:00,Wroclaw,2026-03-10,2026-03-17,5,72,150,87259,,,,,,Kitchen,,48,,,,,,3,1,,ai,8796
100301,1134,2026-01-23 16:00:00,2026-01-23 16:02:00,Krakow,2026-01-27,2026-01-29,4,50,323,75709,,Breakfast,,parking,,Soundproof room,Hide liked offers,71,,,,,,3,10,Design hotel,ai,6119
100302,1260,2026-03-30 22:37:00,2026-03-30 22:48:00,Wroclaw,2026-04-07,2026-04-11,3,150,790,,,"Breakfast, Dinner","Toys for pets, Up to 10kg pet allowed, Pet-welcome bonus",,,Business center,"Hide no reacted offers, Hide liked offers",24,Family-friendly,Any pool,"Spa, Gym, Sauna",,,1,1,"Multilingual staff, Design hotel, Dutch-speaking staff",manual,
100303,1036,2026-01-22 23:46:00,,Warsaw,2026-02-14,2026-02-16,1,1946,2000,,,Lunch,,,,,,0,,Any pool,"Gym,Spa",,,5,9,,ai,5080
100304,1350,2026-02-21 09:30:00,2026-02-21 09:32:00,Krakow,2026-03-07,2026-03-08,4,100,311,89391,Free cancellation,Breakfast,,parking,,Soundproof room,,0,,,,,,5,1,,ai,8787
100305,1268,2026-01-14 07:59:00,,Berlin,2026-01-30,2026-02-01,2,0,719,,"Free cancellation, Late check-out, Early check-in","Breakfast, Lunch, Dinner",20+ kg pet allowed,,Step-free access,Picnic area,,72,"Kids-friendly bathroom, Entertainment for kids, TV for kids","Outdoor pool, Any pool, Rooftop pool",,,Coworking lounge,5,9,Dutch-speaking staff,manual,
100306,1369,2026-02-25 05:34:00,,Gdansk,2026-03-02,2026-03-09,2,150,815,,,,,,,Beachfront,,68,"Family-friendly,Playground or Playroom",,,,,4,10,,ai,7799
100307,1440,2026-02-17 18:57:00,2026-02-17 19:17:00,Prague,2026-02-28,2026-03-03,3,150,704,,Free cancellation,,"Pets allowed in public areas, Unattended pets allowed, Allows 3+ pets",parking,,,,62,,,"Sauna, Gym, Spa",,Coworking lounge,4,1,"Design hotel, Multilingual staff, Historical building",manual,
100308,1120,2026-03-30 02:32:00,2026-03-30 02:33:00,Warsaw,2026-04-23,2026-04-27,1,1901,2000,97387,,,,,,,,70,,Any pool,"Gym,Spa",,Coworking lounge,5,9,Multilingual staff,ai,7146
100309,1193,2026-01-07 09:33:00,2026-01-07 09:38:00,Wroclaw,2026-02-03,2026-02-10,4,58,150,76349,,,,,,Kitchen,Hide no reacted offers,0,,,,,,1,3,,ai,7036
100310,1186,2026-01-04 05:01:00,2026-01-04 05:15:00,Prague,2026-01-13,2026-01-15,1,100,864,,"Late check-out, Free cancellation",,"Dogs allowed, Allows 3+ pets",,,,"Hide disliked rooms, Hide no reacted offers, Hide liked offers",17,Babysitting,Rooftop pool,,Shuttle service,,1,1,"Boutique hotel, Design hotel, Historical building",manual,
100311,1152,2026-04-07 21:00:00,2026-04-07 21:01:00,Gdansk,2026-04-25,2026-04-27,1,0,386,82272,,,,,,Beachfront,,67,"Family-friendly,Playground or Playroom",,,,,1,3,,ai,6140
100312,1438,2026-03-14 18:56:00,2026-03-14 19:09:00,Wroclaw,2026-03-28,2026-04-03,1,150,493,,"Free cancellation, Early check-in","All meals, Lunch, Dinner","Pet-welcome bonus, Toys for pets",parking,,Air conditioning,"Hide disliked rooms, Hide liked offers",20,"Safe balcony, Babysitting, Child-friendly menu",,"Spa, Gym, Sauna",Shuttle service,Coworking lounge,4,5,Historical building,manual,
100313,1361,2026-03-17 22:02:00,,Warsaw,2026-04-09,2026-04-10,3,1912,2000,,,,,,,Real double bed (not 2 twins pushed together),,24,,Any pool,"Gym,Spa",,,5,9,,ai,6002
100314,1131,2026-03-24 00:33:00,2026-03-24 00:38:00,Krakow,2026-04-21,2026-04-26,4,0,229,,,Breakfast,,parking,,Soundproof room,,39,,,,,,4,6,,ai,7374
100315,1117,2026-02-09 17:24:00,,Warsaw,2026-02-12,2026-02-19,3,100,252,,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,57,,,,,,2,10,,ai,6819
100316,1160,2026-02-20 22:20:00,2026-02-20 22:41:00,Wroclaw,2026-03-11,2026-03-17,4,50,594,,"Free cancellation, Early check-in",,,parking,,"Casino, VIP room amenities","Hide disliked rooms, Hide no reacted offers",65,,Rooftop pool,"Sauna, Gym",Shuttle service,Coworking lounge,2,1,Historical building,manual,
100317,1392,2026-02-27 12:02:00,2026-02-27 12:18:00,Krakow,2026-03-19,2026-03-21,3,50,464,80937,"Late check-out, Free cancellation, Early check-in",All inclusive,"No pet vaccination required, Allows 3+ pets",,Spacious room layout,,"Hide no reacted offers, Hide liked offers",82,"Playground or Playroom, Family-friendly","Indoor pool, Any pool",Spa,,Coworking lounge,1,4,Boutique hotel,manual,
100318,1207,2026-01-12 11:51:00,2026-01-12 11:56:00,Paris,2026-02-08,2026-02-12,2,50,530,,"Early check-in, Late check-out, Free cancellation","Breakfast, Lunch","20+ kg pet allowed, Unattended pets allowed",parking,"Accessible room, Accessible public areas, Accessible property",Blackout curtains,,55,"Family-friendly, Kids-friendly bathroom",,"Gym, Spa, Sauna",Shuttle service,Coworking lounge,1,7,"Design hotel, English-speaking staff",manual,
100319,1192,2026-04-12 20:45:00,2026-04-12 21:02:00,Warsaw,2026-05-04,2026-05-05,3,150,855,,Free cancellation,Breakfast,Muzzle not required,,Accessible room,"Water sports facilities, Contactless check-in/out, Soundproof room","Hide no reacted offers, Hide disliked rooms, Hide liked offers",58,,"Heated pool, Any pool",Spa,,,4,5,"Historical building, English-speaking staff",manual,
100320,1500,2026-02-04 12:06:00,2026-02-04 12:11:00,Krakow,2026-03-01,2026-03-03,2,100,355,,,Breakfast,,parking,,Soundproof room,,64,,,,,,2,9,,ai,5736
100321,1124,2026-04-05 17:55:00,2026-04-05 18:02:00,Gdansk,2026-04-20,2026-04-26,1,100,805,,"Early check-in, Free cancellation, Late check-out","All inclusive, Lunch",,parking,Door width ≥ 80 cm,"Grab-and-go snacks (snack bar or vending machines), Bike rental/services",Hide disliked rooms,82,"Safe balcony, Child-friendly menu, Family-friendly","Rooftop pool, Outdoor pool, Heated pool",,Shuttle service,,5,1,Boutique hotel,manual,
100322,1412,2026-05-20 03:30:00,2026-05-20 03:37:00,Wroclaw,2026-06-01,2026-06-03,2,150,491,,,"Lunch, Dinner, Breakfast",,,,Real double bed (not 2 twins pushed together),Hide liked offers,0,"Family-friendly, Kids-friendly bathroom, Babysitting","Rooftop pool, Indoor pool",Spa,,Coworking lounge,5,7,,manual,
100323,1099,2026-05-06 04:08:00,,Wroclaw,2026-05-30,2026-06-06,1,100,547,,"Free cancellation, Early check-in",Dinner,"No pet vaccination required, 20+ kg pet allowed, Allows 3 pets",,Accessible bed height,"Naturist-friendly, 24-hour front desk","Hide liked offers, Hide disliked rooms",95,Safe balcony,"Indoor pool, Rooftop pool","Spa, Sauna, Gym",Shuttle service,,1,7,Historical building,manual,
100324,1320,2026-02-18 21:42:00,2026-02-18 21:44:00,Wroclaw,2026-03-15,2026-03-16,5,65,150,98048,,,,,,Kitchen,,85,,Indoor pool,,,,1,3,,ai,7148
100325,1436,2026-04-16 09:46:00,2026-04-16 09:49:00,Warsaw,2026-04-30,2026-05-07,4,150,937,79452,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,0,,,,,,5,4,,ai,7586
100326,1297,2026-01-29 00:34:00,,Warsaw,2026-02-05,2026-02-11,2,1924,2000,,,,,,,,,33,,Any pool,"Gym,Spa",,,5,9,,ai,6286
100327,1159,2026-03-25 14:49:00,2026-03-25 14:56:00,Krakow,2026-04-22,2026-04-28,2,50,514,,"Early check-in, Free cancellation",,,parking,,,"Hide disliked rooms, Hide liked offers",0,,"Outdoor pool, Any pool","Gym, Sauna",,Coworking lounge,1,1,"Design hotel, English-speaking staff, Boutique hotel",manual,
100328,1214,2026-02-14 19:49:00,,Krakow,2026-03-03,2026-03-10,4,150,781,,,Dinner,Pets allowed in public areas,,"Accessible room, Wheelchair-accessible elevator","Smoke-free property, Wake-up service",,49,"Entertainment for kids, Safe balcony, TV for kids",Indoor pool,"Gym, Sauna, Spa",,,1,6,,manual,
100329,1275,2026-02-05 19:19:00,2026-02-05 19:24:00,Warsaw,2026-03-03,2026-03-09,2,100,896,83247,,,All pets allowed,,,"Wi-fi,Work desk,King/Queen-size 150+cm width",,68,,,,,,1,7,,ai,6529
100330,1239,2026-02-27 10:03:00,2026-02-27 10:08:00,Gdansk,2026-03-03,2026-03-09,1,0,465,,Late check-out,,,,,Beachfront,,98,"Family-friendly,Playground or Playroom",,,,,3,7,,ai,8779
100331,1024,2026-03-23 10:21:00,,Warsaw,2026-04-09,2026-04-15,3,150,358,,"Late check-out, Free cancellation, Early check-in",Dinner,,parking,"Accessible bed height, Accessible property",,,62,"Kids-friendly bathroom, Playground or Playroom, TV for kids",Any pool,"Sauna, Gym, Spa",Shuttle service,Coworking lounge,1,9,English-speaking staff,manual,
100332,1340,2026-05-21 02:31:00,2026-05-21 02:38:00,Gdansk,2026-05-29,2026-06-05,1,150,939,,Free cancellation,,"No pet deposit, Toys for pets",parking,"Wheelchair-accessible elevator, Hard flooring",Bike rental/services,"Hide disliked rooms, Hide liked offers, Hide no reacted offers",15,,"Heated pool, Outdoor pool, Rooftop pool","Spa, Gym",Shuttle service,Coworking lounge,1,1,"Dutch-speaking staff, Multilingual staff",manual,
100333,1153,2026-04-06 23:04:00,2026-04-06 23:06:00,Wroclaw,2026-04-23,2026-04-28,5,98,150,87623,,,,,,Kitchen,Hide liked offers,0,,,,,Coworking lounge,3,3,,ai,7773
100334,1223,2026-04-04 09:28:00,2026-04-04 09:35:00,Berlin,2026-04-18,2026-04-19,3,50,274,,,"All inclusive, Lunch",,parking,"Spacious room layout, Step-free access",Room size 30m2 +,"Hide disliked rooms, Hide liked offers",0,,"Heated pool, Indoor pool","Gym, Sauna, Spa",Shuttle service,,1,1,,manual,
100335,1318,2026-04-19 23:35:00,2026-04-19 23:42:00,Wroclaw,2026-05-11,2026-05-14,3,150,812,,,"All meals, Dinner","Allows 3+ pets, Unattended pets allowed",,,Pillow menu,Hide no reacted offers,85,,"Indoor pool, Outdoor pool, Any pool","Sauna, Gym, Spa",Shuttle service,,1,1,English-speaking staff,manual,
100336,1266,2026-03-28 07:24:00,2026-03-28 07:49:00,Prague,2026-04-27,2026-05-03,3,100,713,,"Free cancellation, Early check-in, Late check-out",,"Pet walking area nearby, Muzzle not required, In-room pet station",parking,Hard flooring,Elevator/lift access,Hide disliked rooms,56,"Entertainment for kids, Babysitting",,,Shuttle service,Coworking lounge,2,1,"Design hotel, Historical building",manual,
100337,1386,2026-02-15 14:18:00,,Prague,2026-02-17,2026-02-20,3,150,764,,,,"Toys for pets, Dogs allowed",parking,,"Mini golf, On-site shops","Hide liked offers, Hide no reacted offers",71,"Family-friendly, Safe balcony",Rooftop pool,,Shuttle service,Coworking lounge,1,9,,manual,
100338,1257,2026-04-20 02:04:00,2026-04-20 02:10:00,Berlin,2026-05-15,2026-05-21,1,100,289,99430,,"All inclusive, All meals, Dinner",Pet walking area nearby,,"Accessible parking on-site, Step-free access, Door width ≥ 80 cm",,Hide disliked rooms,15,"Playground or Playroom, Child-friendly menu, Babysitting","Rooftop pool, Any pool",,,,2,4,,manual,
100339,1137,2026-04-10 20:45:00,2026-04-10 20:49:00,Krakow,2026-05-02,2026-05-08,3,100,278,95067,,Breakfast,,parking,,Soundproof room,,48,,,,,,1,1,,ai,6082
100340,1196,2026-03-27 04:31:00,2026-03-27 04:32:00,Gdansk,2026-04-25,2026-05-01,4,0,391,78676,,,,,,Beachfront,,52,"Family-friendly,Playground or Playroom",,,,,4,1,,ai,8688
100341,1358,2026-04-04 22:30:00,2026-04-04 22:35:00,Warsaw,2026-04-18,2026-04-23,1,1927,2000,,,,,,,,,45,,Any pool,"Gym,Spa",,,5,9,,ai,5112
100342,1407,2026-03-12 21:52:00,2026-03-12 22:13:00,Warsaw,2026-03-18,2026-03-23,4,0,463,,"Free cancellation, Late check-out",Dinner,,parking,,"BBQ facilities, Picnic area, Pillow menu",Hide disliked rooms,33,,,,Shuttle service,,1,3,Multilingual staff,manual,
100343,1425,2026-04-25 16:29:00,2026-04-25 16:49:00,Wroclaw,2026-05-07,2026-05-14,4,150,406,,Early check-in,Breakfast,"Dogs allowed, Allows 2 pets",parking,Spacious room layout,24/7 kitchen access,,53,,,"Spa, Gym",,,5,10,,manual,
100344,1346,2026-02-21 23:30:00,,Berlin,2026-03-14,2026-03-16,3,50,502,,Free cancellation,,Pet-welcome bonus,,"Wheelchair-accessible elevator, Accessible bathroom",,Hide disliked rooms,41,"Playground or Playroom, Babysitting",,"Gym, Sauna",Shuttle service,,1,1,,manual,
100345,1468,2026-04-08 14:40:00,2026-04-08 14:41:00,Krakow,2026-05-03,2026-05-09,4,50,815,99849,,Breakfast,,parking,Accessible property,Soundproof room,,35,,,,,,5,1,,ai,8712
